event_name,calendar_title,catalog_name,start_date,end_date,url,results_year,results_month,edition_ym_candidates,date_precision,date_source,flags,source_fingerprint
Floorplay Swing Vacation,Floorplay Swing Vacation,Floorplay Swing Vacation,2024-12-27,2025-01-01,http://www.floorplayswingvacation.com,2025,1,2025-01|2024-12,day,wsdc_calendar,,d7ea6e5b66ee808f80f69ad7
Spotlight New Year's Celebration,Spotlight New Year's Celebration,Spotlight New Year's Celebration,2024-12-28,2025-01-01,http://www.spotlightnewyears.com,2025,1,2025-01|2024-12,day,wsdc_calendar,,37f0d3b6a65bdd5caba1fad9
SwingVester,SwingVester,SwingVester,2024-12-28,2025-01-02,http://www.swingvester.com,2025,1,2025-01|2024-12,day,wsdc_calendar,,694db6b691e4ee896107e301
Westie Gala,Westie Gala,Westie Gala,2024-12-28,2025-01-01,http://www.westiegala.com,2025,1,2025-01|2024-12,day,wsdc_calendar,,b4b6897b74fdabe19506df35
UCWDC Country Dance World Championship,UCWDC Country Dance World Championship,UCWDC Country Dance World Championship,2024-12-29,2025-01-05,https://ucwdc.org/worlds-home/,2025,1,2025-01|2024-12,day,wsdc_calendar,,8e85269b2d7a9013c8e0fff1
Countdown Swing Boston,Countdown Swing Boston,Countdown Swing Boston,2024-12-31,2025-01-05,http://Countdownswingboston.com,2025,1,2025-01|2024-12,day,wsdc_calendar,,a0afcd4cdb07272f2fbe5ed1
SwingCouver,SwingCouver,SwingCouver,2025-01-02,2025-01-05,http://www.swingcouver.com,2025,1,2025-01,day,wsdc_calendar,,233a9e489d566a80f6a2a4d9
BudaFest Open WCS Championships,BudaFest Open WCS Championships,BudaFest Open WCS Championships,2025-01-07,2025-01-12,http://wcs-budafest.com,2025,1,2025-01,day,wsdc_calendar,,2fca96d85474804e449d0ce6
Monterey Swing Fest,Monterey Swing Fest,Monterey SwingFest,2025-01-14,2025-01-19,http://Montereyswing.com,2025,1,2025-01,day,wsdc_calendar,,8f128ea2e7d263365f181c04
Austin Swing Dance Championships,Austin Swing Dance Championships,Austin Swing Dance Championships,2025-01-16,2025-01-19,https://austinswingdance.com,2025,1,2025-01,day,wsdc_calendar,,12925c154ab0fd4232e13ec0
Avignon City Swing,Avignon City Swing,Avignon City Swing,2025-01-17,2025-01-20,http://Www.avignoncityswing.com,2025,1,2025-01,day,wsdc_calendar,,e9b1efb503395b4dd16c9669
The Australian Classic West Coast Swing Dance Championships,The Australian Classic West Coast Swing Dance Championships (Trial Event),The Australian Classic West Coast Swing Dance Championships,2025-01-17,2025-01-19,http://www.dancewcsa.com.au,2025,1,2025-01,day,wsdc_calendar,trial,fd99c068d26c052b76f541ea
Derby City Swing,Derby City Swing,Derby City Swing,2025-01-23,2025-01-26,https://derbycityswing.com/,2025,1,2025-01,day,wsdc_calendar,,55fdfa1f8f24cfa29302a733
Swing Resolution,Swing Resolution,Swing Resolution,2025-01-23,2025-01-26,http://www.swingresolution.com,2025,1,2025-01,day,wsdc_calendar,,670ab174144c7ab4ba04159e
Freedom Swing Dance Challenge,Freedom Swing Dance Challenge,Freedom Swing Dance Challenge,2025-01-24,2025-01-26,https://freedomswingdance.com/,2025,1,2025-01,day,wsdc_calendar,,956f81b06d8189a3654712bc
Swing & Snow,Swing & Snow,Swing & Snow,2025-01-29,2025-02-02,http://swingandsnow.ru,2025,2,2025-02|2025-01,day,wsdc_calendar,,52dfefeecc25eecf12cc1237
Charlotte WestieFest,Charlotte WestieFest,Charlotte WestieFest,2025-01-30,2025-02-03,https://www.charlottewestiefest.com/,2025,2,2025-02|2025-01,day,wsdc_calendar,,400ce11e79f2e56cfc7b0fc0
Paris Swing Classic,Paris Swing Classic,Paris Westie Fest,2025-01-30,2025-02-02,https://www.parisswingclassic.com/,2025,2,2025-02|2025-01,day,wsdc_calendar,,ef5d2d70e484e1d42ba812de
Swingtzerland,Swingtzerland,Swingtzerland,2025-02-06,2025-02-09,https://swingtzerland.com/,2025,2,2025-02,day,wsdc_calendar,,c1e57ec15560a1650963acba
Trinity Swing,Trinity Swing,Trinity Swing,2025-02-07,2025-02-09,https://trinityswing.com/,2025,2,2025-02,day,wsdc_calendar,,dcf79046fc2fec5fc917a1b2
WesterOz Swing,WesterOz Swing,WesterOz Swing,2025-02-07,2025-02-09,https://www.magneticdance.com.au/westeroz,2025,2,2025-02,day,wsdc_calendar,,9c065915c7f650a487617f8d
Capital Swing Dance Convention,Capital Swing Dance Convention,Capital Swing Dance Convention,2025-02-13,2025-02-16,http://www.CapitalSwingConvention.com,2025,2,2025-02,day,wsdc_calendar,,71beec665732608027fdbcc5
Valentine Swing,Valentine Swing,Valentine Swing,2025-02-14,2025-02-16,http://www.valentineswing.dance,2025,2,2025-02,day,wsdc_calendar,,257a00691ec8542eb9c7057d
Arousa Westie Fest,Arousa Westie Fest,Arousa Westie Fest,2025-02-20,2025-02-23,http://arousawestiefest.com,2025,2,2025-02,day,wsdc_calendar,,8d5e2e4c607fbad708180edd
Rose City Swing,Rose City Swing,Rose City Swing,2025-02-20,2025-02-23,https://rosecityswing.com,2025,2,2025-02,day,wsdc_calendar,,8261759c696723754c16ec14
Swing Crush,Swing Crush,Swing Crush,2025-02-20,2025-02-23,https://swingcrush.com,2025,2,2025-02,day,wsdc_calendar,,eabca3d85130f79d43b78e9e
Winter Coast Swing,Winter Coast Swing,Winter Coast Swing,2025-02-20,2025-02-23,https://www.wintercoastswing.com,2025,2,2025-02,day,wsdc_calendar,,dcdf39eb2b3472228cab9405
Madjam Mid-Atlantic Dance Jam,Madjam Mid-Atlantic Dance Jam (On Hiatus),Mid-Atlantic Dance Jam,2025-02-27,2025-03-03,http://www.atlanticdancejam.com,2025,3,2025-03|2025-02,day,wsdc_calendar,hiatus,b1b464fe68956c7d4120c8a0
Euro Dance Festival,Euro Dance Festival,Euro Dance Festival,2025-03-04,2025-03-09,https://www.euro-dance-festival.com/rust/,2025,3,2025-03,day,wsdc_calendar,,76444a9061772d548b369345
High Desert Dance Classic,High Desert Dance Classic,High Desert Dance Classic,2025-03-07,2025-03-09,http://www.highdesertdanceclassic.com,2025,3,2025-03,day,wsdc_calendar,,26d1d370437afe6c8d8481fc
Swingvasion,Swingvasion,Swingvasion,2025-03-07,2025-03-09,https://swingcentral.nz/swingvasion,2025,3,2025-03,day,wsdc_calendar,,ea1b4f62f23c676fb227799c
All Star SwingJam,All Star SwingJam (Hiatus),All Star SwingJam,2025-03-13,2025-03-16,http://www.allstarswingjam.com,2025,3,2025-03,day,wsdc_calendar,hiatus,1e55255f1504c4b684a222a7
Dutch open West Coast swing,Dutch open West Coast swing,Dutch open West Coast swing,2025-03-13,2025-03-16,https://www.dutchopenwcs.com/,2025,3,2025-03,day,wsdc_calendar,,d6d8c3cdb65385b611afb16a
The Chicago Classic,The Chicago Classic,The Chicago Classic,2025-03-13,2025-03-16,http://www.thechicagoclassic.com,2025,3,2025-03,day,wsdc_calendar,,4fa3b634dd99ad6bfbd24847
West In Lyon,West In Lyon,West in Lyon,2025-03-13,2025-03-16,http://www.west-in-lyon.fr,2025,3,2025-03,day,wsdc_calendar,,13267aa042fe0848718b5641
Westie Spring Thing,Westie Spring Thing,Westie Spring Thing,2025-03-13,2025-03-16,https://westiespringthing.com,2025,3,2025-03,day,wsdc_calendar,,80a7b1989ffd520928318c41
5280 Westival,5280 Westival,5280 Westival,2025-03-20,2025-03-24,https://www.5280westival.com,2025,3,2025-03,day,wsdc_calendar,,ee563a0f3012ea424e137847
KING SWING,KING SWING,King Swing,2025-03-20,2025-03-24,http://kingswing.pl,2025,3,2025-03,day,wsdc_calendar,,5e46b0cbedc1f47e10a08874
Novice Invitational,Novice Invitational,Novice Invitational,2025-03-20,2025-03-23,http://Novice-invitational.com,2025,3,2025-03,day,wsdc_calendar,,a95d3eb75311c22cbb561476
The Boston Tea Party,The Boston Tea Party,Boston Tea Party,2025-03-20,2025-03-24,http://teapartyswings.com,2025,3,2025-03,day,wsdc_calendar,,cb4579a6b0986bcb0550fd3a
By-Town Open (BTO),By-Town Open (BTO),Calgary Town Open,2025-03-27,2025-03-30,http://Btoopen.ca,2025,3,2025-03,day,wsdc_calendar,,743786969ac3cfd022565f0a
The Boston Tea Party,The Boston Tea Party,Boston Tea Party,2025-03-27,2025-03-30,http://teapartyswings.com,2025,3,2025-03,day,wsdc_calendar,,0cde0b4d71796c3a059e2463
UK WCS Championships,UK WCS Championships,UK WCS Championships,2025-03-27,2025-03-31,http://www.ukwcschamps.com,2025,3,2025-03,day,wsdc_calendar,,ca7943cfeffb720fec587fb5
San Diego Dance Festival,San Diego Dance Festival (Unconfirmed),San Diego Dance Festival,2025-03-28,2025-03-30,https://sandiegodancefestival.com,2025,3,2025-03,day,wsdc_calendar,unconfirmed,ef3a72cf892e03204fa6393b
WESTY NANTES,WESTY NANTES,Westy Nantes,2025-04-04,2025-04-06,https://www.westynantes.com/,2025,4,2025-04,day,wsdc_calendar,,e66a8bd42f92115920be13d3
Calgary Dance Stampede,Calgary Dance Stampede,Calgary Dance Stampede,2025-04-10,2025-04-13,http://www.calgarydancestampede.com,2025,4,2025-04,day,wsdc_calendar,,c243d7286e8947621931ce8b
City of Angels,City of Angels,City of Angels WCS,2025-04-10,2025-04-13,https://cityofangelswcs.com/,2025,4,2025-04,day,wsdc_calendar,,2ceeef3e515d9edc290a5d47
Korean Open WCS Championships,Korean Open WCS Championships,Korean Open WCS Championships,2025-04-10,2025-04-13,https://www.kopenwcs.com/,2025,4,2025-04,day,wsdc_calendar,,375f8aa2333ef62f77ca926b
Slovenian Open,Slovenian Open,Slovenian Open,2025-04-10,2025-04-14,https://www.slovenianopen.dance,2025,4,2025-04,day,wsdc_calendar,,81737d97ce78c6a8a6a39486
Asia West Coast Swing Open,Asia West Coast Swing Open,Asia West Coast Swing Open,2025-04-17,2025-04-20,https://www.asiawcsopen.com/,2025,4,2025-04,day,wsdc_calendar,,bf3c7ecac4204f95a6d2cfdc
Easter Swing,Easter Swing,Easter Swing,2025-04-17,2025-04-20,https://www.easterswing.org/,2025,4,2025-04,day,wsdc_calendar,,2485843be9230b5da8ca0571
Tulsa Spring Swing,Tulsa Spring Swing,Tulsa Spring Swing,2025-04-18,2025-04-20,http://www.TulsaSpringSwing.com,2025,4,2025-04,day,wsdc_calendar,,8dff417a5584bbfe9b09daee
SwingIN Festival,SwingIN Festival,SwingIN Festival,2025-04-23,2025-04-27,http://www.tanzhaus-bonn.de/swingin-festival,2025,4,2025-04,day,wsdc_calendar,,f57e013434ea481fc9802c28
Detonation Dance,Detonation Dance,Detonation Dance,2025-04-24,2025-04-28,http://www.DetonationDance.com,2025,4,2025-04,day,wsdc_calendar,,9ce7e69a2b4f6943c06f7caa
HONEY FEST,HONEY FEST,HONEY FEST,2025-04-24,2025-04-27,https://honeyfest-ufa.ru/,2025,4,2025-04,day,wsdc_calendar,,d3f77b7fa5ddaad36e26066b
Swingover,Swingover,Swingover,2025-04-24,2025-04-27,http://www.swingoverevent.com,2025,4,2025-04,day,wsdc_calendar,,1faa2c770f2c381c810dc7d6
Spring Time Swing,Spring Time Swing,Spring Time Swing,2025-04-30,2025-05-04,https://springtimeswing.com/,2025,5,2025-05|2025-04,day,wsdc_calendar,,b802eed63fa1844423ec657d
BeeMAD,BeeMAD,BeeMAD,2025-05-01,2025-05-04,https://beemadwcs.com,2025,5,2025-05,day,wsdc_calendar,,54f5259a2ba52996fb7c3d6d
Nordic WCS Championships,Nordic WCS Championships,Nordic WCS Championships,2025-05-01,2025-05-05,http://www.nordicwcschamps.com,2025,5,2025-05,day,wsdc_calendar,,fc0bd697cabb07167d975318
Swing Dance America,Swing Dance America 2025 (Cancelled),Swing Dance America,2025-05-01,2025-05-05,https://www.swingdanceamerica.com/,2025,5,2025-05,day,wsdc_calendar,cancelled,898fa9e586171cfd2ebf0f51
Swingin' Into Spring,Swingin' Into Spring 2025,Swingin' Into Spring,2025-05-01,2025-05-04,http://www.sis.djkenm.com,2025,5,2025-05,day,wsdc_calendar,,c35190ffb90a04b5eb34161c
Med in Swing,Med in Swing,Med in Swing,2025-05-08,2025-05-11,http://www.medinswing.rocks,2025,5,2025-05,day,wsdc_calendar,,5bf1db6abd51a7746be1dcd8
SOM - Swing of Music,SOM - Swing of Music,SOM - Swing of Music,2025-05-08,2025-05-12,https://www.swingofmusic.com/,2025,5,2025-05,day,wsdc_calendar,,4e87bd146d68ab8575ff3312
Swingsation,Swingsation,Swingsation,2025-05-09,2025-05-11,https://rawconnection.com.au/swingsation/,2025,5,2025-05,day,wsdc_calendar,,5aadd1b45a1acff26560fb69
Show Me Showdown,Show Me Showdown,Show Me Showdown,2025-05-15,2025-05-18,http://TheShowMeShowdown.com,2025,5,2025-05,day,wsdc_calendar,,a461d84584a0a7deff9a3a68
SOswing,SOswing,SOswing,2025-05-15,2025-05-18,http://soswingdance.com,2025,5,2025-05,day,wsdc_calendar,,b8a0f9e9dba225818666f6c5
Canadian Swing Championships,Canadian Swing Championships,Canadian Swing Championships,2025-05-16,2025-05-19,http://canadianswingchampionships.com,2025,5,2025-05,day,wsdc_calendar,,c7a5a8c6768fad7b18cf9404
Dance Jam Jack & Jill Weekend,Dance Jam Jack & Jill Weekend,Dance Jam Jack & Jill Weekend,2025-05-16,2025-05-18,http://www.dancejamproductions.com,2025,5,2025-05,day,wsdc_calendar,,ace1cae565862d5b3f6d4561
Texas Classic,Texas Classic,Texas Classic,2025-05-16,2025-05-18,http://www.thetexasclassic.com,2025,5,2025-05,day,wsdc_calendar,,4bda978eeb96ce08e6400bec
USA Grand National Dance Championships,USA Grand National Dance Championships,USA Grand Nationals,2025-05-22,2025-05-26,http://www.usagrandnationals.com,2025,5,2025-05,day,wsdc_calendar,,b1b75ad80cc4ad509b53474d
Nanaimo Dance Fusion,Nanaimo Dance Fusion,Nanaimo Dance Fusion,2025-05-23,2025-05-25,http://www.nanaimodancefusion.ca,2025,5,2025-05,day,wsdc_calendar,,fc2db0bde2ac3f98ba685670
French Open WCS,French Open WCS,French Open West Coast Swing,2025-05-28,2025-06-02,http://www.fowcs.com,2025,6,2025-06|2025-05,day,wsdc_calendar,,ebab212ad60f382f46bbfb71
Michigan Classic,Michigan Classic,Michigan Dance Classic,2025-05-29,2025-06-01,http://www.michiganclassicswing.com,2025,6,2025-06|2025-05,day,wsdc_calendar,,a74d06d2303b2fd772568bda
Festival City Swing,Festival City Swing,Festival City Swing,2025-05-30,2025-06-01,https://festivalcityswing.co.uk/,2025,6,2025-06|2025-05,day,wsdc_calendar,,80837112a2095f30c736d0a9
Hungarian Open,Hungarian Open,Hungarian Open,2025-05-30,2025-06-01,http://wcs-ho.com,2025,6,2025-06|2025-05,day,wsdc_calendar,,0a57f4f5a97a3a61fa229b64
Next Level Swing,Next Level Swing,Next Level Swing,2025-05-30,2025-06-01,http://www.next-level.dance,2025,6,2025-06|2025-05,day,wsdc_calendar,,e4ae2995cb387e360795edad
BALTIC SWING,BALTIC SWING,Baltic Swing,2025-06-05,2025-06-09,http://www.balticswing.com,2025,6,2025-06,day,wsdc_calendar,,74c4d9b01d444dc2591ff599
Jack & Jill O'Rama,Jack & Jill O'Rama,Jack & Jill O'Rama,2025-06-05,2025-06-09,https://jackandjillorama.com/,2025,6,2025-06,day,wsdc_calendar,,8f353e04e32213237e17ede5
Orange Blossom Dance Festival,Orange Blossom Dance Festival,Orange Blossom Dance Festival,2025-06-05,2025-06-08,http://www.orangeblossomdance.net,2025,6,2025-06,day,wsdc_calendar,,73863dd4b044a5cee88c3da0
D-TOWNSWING,D-TOWNSWING,D-Town Swing,2025-06-12,2025-06-15,http://www.d-townsing.com,2025,6,2025-06,day,wsdc_calendar,,8f16c4867d9361dccda2e8ec
Barock Swing Ludwigsburg,Barock Swing Ludwigsburg,Barock Swing Ludwigsburg,2025-06-19,2025-06-22,https://lb-barockswing.com/index.php,2025,6,2025-06,day,wsdc_calendar,,0b38537286e927a15ba656e2
SWINGAPALOOZA,SWINGAPALOOZA,Swingapalooza,2025-06-20,2025-06-22,http://www.swingapaloozaevent.com,2025,6,2025-06,day,wsdc_calendar,,476801faeb551826f60bafa6
Colorado Country Classic,Colorado Country Classic,Colorado Country Classic,2025-06-26,2025-06-29,http://www.coloradocountryclassic.net,2025,6,2025-06,day,wsdc_calendar,,556c4bb34e3341bee360e057
Dance N Play,Dance N Play,Dance N Play,2025-06-26,2025-06-29,https://dancenplay.com/,2025,6,2025-06,day,wsdc_calendar,,ead210818c2fdfaa02958d02
Liberty Swing Dance Championships,Liberty Swing Dance Championships,Liberty Swing Dance Championships,2025-06-26,2025-06-29,http://www.libertyswing.com,2025,6,2025-06,day,wsdc_calendar,,1c2e933c4fee8212411c5e31
NeverlandSwing,NeverlandSwing,NeverlandSwing,2025-06-26,2025-06-30,http://www.neverlandswing.com,2025,6,2025-06,day,wsdc_calendar,,64e0150cdd7e85c2fe7fd951
FRENCH CONNECTION WCS,FRENCH CONNECTION WCS,FRENCH CONNECTION WCS,2025-06-27,2025-06-30,http://FRENCHCONNECTIONWCS.COM,2025,6,2025-06,day,wsdc_calendar,,cbccd5c66e9b4f802a6c90fa
Swing Fiction,Swing Fiction,Swing Fiction,2025-06-27,2025-06-29,https://www.swingfiction.cz/,2025,6,2025-06,day,wsdc_calendar,,842177393a9f514d731a4759
Americano Dance Camp,Americano Dance Camp,Americano Dance Camp,2025-07-03,2025-07-07,https://vk.com/americano2025 t.me/americamodancecamp,2025,7,2025-07,day,wsdc_calendar,,9647a99c1341cce3d8042b4d
Phoenix 4th of July,Phoenix 4th of July,4TH of July Convention,2025-07-03,2025-07-06,http://phoenix4thofjuly.com,2025,7,2025-07,day,wsdc_calendar,,a3685c361aea43f98075337f
SaunaSwing,SaunaSwing,SaunaSwing,2025-07-03,2025-07-06,https://ekarolas.com/saunaswing/,2025,7,2025-07,day,wsdc_calendar,,a8c2cd343c166eee266ab2b7
Wild Wild Westie,Wild Wild Westie,Wild Wild Westie,2025-07-03,2025-07-06,http://www.WildWildWestie.com,2025,7,2025-07,day,wsdc_calendar,,bd98d5abedc476b6e4a724f2
Big Apple Dance Festival,Big Apple Dance Festival,Big Apple Dance Festival,2025-07-10,2025-07-13,http://bigapplecountrydance.com,2025,7,2025-07,day,wsdc_calendar,,7b74b9889c9028966cd81ad9
Carolina Summer Swing,Carolina Summer Swing,Carolina Summer Swing,2025-07-10,2025-07-13,https://carolinasummerswing.com/,2025,7,2025-07,day,wsdc_calendar,,739fb317fc4a7d4a13cac66d
MY Swing,MY Swing,MY Swing,2025-07-10,2025-07-13,https://www.myswingopen.com/,2025,7,2025-07,day,wsdc_calendar,,4b03b087fcb55f27d7c435e1
Mediterranean Open WCS,Mediterranean Open WCS,Mediterranean Open WCS,2025-07-11,2025-07-13,https://mediterraneanopenwcs.com/,2025,7,2025-07,day,wsdc_calendar,,1e4c390de3d8f200277faea4
Midwest Westie Fest,Midwest Westie Fest 2025,Midwest Westie Fest,2025-07-17,2025-07-20,http://Www.Midwestwestiefest.com,2025,7,2025-07,day,wsdc_calendar,,4bed22b1f1fbb1b1c074c49d
St. Petersburg WCS Nights,St. Petersburg WCS Nights,St. Petersburg WCS Nights,2025-07-17,2025-07-20,http://wcsnights.ru,2025,7,2025-07,day,wsdc_calendar,,db59e306f0792bc5c37015ef
Toronto Open,Toronto Open,Toronto Open Swing & Hustle Championships,2025-07-17,2025-07-20,http://www.TOSHC.com,2025,7,2025-07,day,wsdc_calendar,,d2d7dcb25f78ac47b84a8356
Revitalise WCS,Revitalise WCS,Revitalise WCS,2025-07-18,2025-07-20,https://withjoy.com/revitalisewcs-melbourne2025/welcome,2025,7,2025-07,day,wsdc_calendar,,41742fad0bd7db8e4c2a349c
Rock the Barn,Rock the Barn,Rock the Barn,2025-07-18,2025-07-20,https://rockthebarn.se/,2025,7,2025-07,day,wsdc_calendar,,608e2ae564e08b390a7e60cf
Dance Mardi Gras,Dance Mardi Gras,Dance Mardi Gras,2025-07-24,2025-07-27,https://dancemardigras.com/,2025,7,2025-07,day,wsdc_calendar,,da02703c2c31127495f4436c
Florida Dance Magic,Florida Dance Magic,Florida Dance Magic,2025-07-24,2025-07-27,https://floridadancemagic.com,2025,7,2025-07,day,wsdc_calendar,,b0be5082b849c884a520d297
Florida Dance Magic,Florida Dance Magic (Unconfirmed),Florida Dance Magic,2025-07-25,,https://floridadancemagic.com/,2025,7,2025-07,day_start_only,wsdc_calendar,invalid_end|unconfirmed,4dc2b589199c8850723248aa
Arizona Dance Classic,Arizona Dance Classic,Arizona Dance Classic,2025-07-31,2025-08-03,https://arizonadanceclassic.com/,2025,8,2025-08|2025-07,day,wsdc_calendar,,a9aefb8b43de78c339b4cca6
New England Dance Festival,New England Dance Festival,New England Dance Festival,2025-07-31,2025-08-03,http://www.nedancefestival.com,2025,8,2025-08|2025-07,day,wsdc_calendar,,72c3841d58f325f8297b8fc8
Sea Sun & Swing Camp,Sea Sun & Swing Camp (Hiatus in 2025),Sea Sun & Swing Camp,2025-07-31,2025-08-03,http://www.seasunswing.fr,2025,8,2025-08|2025-07,day,wsdc_calendar,hiatus,050f5dfa2651dfad0f881087
Bristol Swing Fiesta,Bristol Swing Fiesta,Bristol Swing Fiesta,2025-08-01,2025-08-03,https://www.bristolcityswing.com/bsf,2025,8,2025-08,day,wsdc_calendar,,887cb54ba0ec87eaa397a5b8
Lisbon Westie Fest,Lisbon Westie Fest,Lisbon Westie Fest,2025-08-01,2025-08-03,http://www.lisbonwestiefest.com,2025,8,2025-08,day,wsdc_calendar,,19f012515f64f924f8bc3e05
Warsaw Summer Nights Westival,Warsaw Summer Nights Westival,Warsaw Summer Nights Westival,2025-08-01,2025-08-03,https://www.summernightswestival.com/,2025,8,2025-08,day,wsdc_calendar,,b28c2cda73fed80eda98341d
German Open West Coast Swing,German Open West Coast Swing,German Open West Coast Swing,2025-08-07,2025-08-10,https://go-wcs.com,2025,8,2025-08,day,wsdc_calendar,,9d89d36a9909e50d400ad711
Lonestar Invitational,Lonestar Invitational,Lone Star Invitational,2025-08-07,2025-08-10,http://Www.lonestarcountrydance.com.,2025,8,2025-08,day,wsdc_calendar,,84ddf45082bb1a8f7b264dfd
Swing Fling,Swing Fling,Swing Fling,2025-08-07,2025-08-11,http://www.swingfling.com,2025,8,2025-08,day,wsdc_calendar,,9967ab67e0407240cfe5ca28
Swingtacular: The Galactic Open,Swingtacular: The Galactic Open,Swingtacular: The Galactic Open,2025-08-07,2025-08-10,http://www.DanceGeekProductions.Art,2025,8,2025-08,day,wsdc_calendar,,8f86080c47dfc744e6acab8a
SwingTime Denver,SwingTime Denver,SwingTime Denver,2025-08-14,2025-08-17,http://www.swingtimewcs.com,2025,8,2025-08,day,wsdc_calendar,,3a686afea2ae90ce53700b68
Chicagoland Country and Swing Dance Festival,Chicagoland Country and Swing Dance Festival,Chicagoland Country and Swing Dance Festival,2025-08-15,2025-08-17,http://www.chicagolanddancefestival.com,2025,8,2025-08,day,wsdc_calendar,,4685c8ef6dd5313f07154d12
Grand Party Sofia (GPS),Grand Party Sofia (GPS),Grand Party Sofia,2025-08-15,2025-08-17,https://wcs-gps.com/,2025,8,2025-08,day,wsdc_calendar,,c093996ee30f635614ae211d
UpTown Swing,UpTown Swing,UpTown Swing,2025-08-15,2025-08-18,http://www.uptownswing.se,2025,8,2025-08,day,wsdc_calendar,,0047dda5c84b23c681f3fd55
Summer Hummer,Summer Hummer,Summer Hummer,2025-08-21,2025-08-24,https://summerhummerboston.com/,2025,8,2025-08,day,wsdc_calendar,,7b797b7442038a9927fcc0e7
Summer Hummer,Summer Hummer,Summer Hummer,2025-08-21,2025-08-24,,2025,8,2025-08,day,wsdc_calendar,,b85b8949918942118481c39f
Swing Dance Mania,Swing Dance Mania,Swing Dance Mania,2025-08-21,2025-08-24,http://swingdancemania.com,2025,8,2025-08,day,wsdc_calendar,,830041aab3ec1f0d335ff62b
The Bend Connection,The Bend Connection,The Bend Connection,2025-08-21,2025-08-24,http://thebendconnection.com,2025,8,2025-08,day,wsdc_calendar,,376fa2a19c6ed002784db009
Shakedown Swing,Shakedown Swing,Shakedown Swing,2025-08-22,2025-08-24,https://code03swing.com/shakedown,2025,8,2025-08,day,wsdc_calendar,,3203f455263badfee4c7dc10
Desert City Swing,Desert City Swing,Desert City Swing,2025-08-28,2025-09-01,http://www.desertcityswing.com,2025,9,2025-09|2025-08,day,wsdc_calendar,,08e44b5453aa4a791a05d9f3
Jax Westie Fest,Jax Westie Fest,River City Swing,2025-08-28,2025-08-31,http://www.jaxwestiefest.com,2025,8,2025-08,day,wsdc_calendar,,dc53e0ccaa92a39d9d2b5a47
Rolling Swing,Rolling Swing,Rolling Swing,2025-08-28,2025-09-01,http://www.frenchywesty.com,2025,9,2025-09|2025-08,day,wsdc_calendar,,06bbcbb8c7f384c65ecebca9
South Bay Dance Fling,South Bay Dance Fling,South Bay Dance Fling,2025-08-28,2025-09-01,https://sbdf.dance/,2025,9,2025-09|2025-08,day,wsdc_calendar,,f2a0c203a8bc4e6fecc6422e
Korea Westival,Korea Westival 2025,Korea Westival,2025-09-04,2025-09-07,http://koreawestival.com,2025,9,2025-09,day,wsdc_calendar,,49790299ff7abcc6ba22fac8
Trilogy Swing,Trilogy Swing,Trilogy Swing,2025-09-04,2025-09-07,https://www.trilogywcs.com/,2025,9,2025-09,day,wsdc_calendar,,8dbda65751548df699fade11
Sea Dance Fest,Sea Dance Fest,Sea Dance Fest,2025-09-05,2025-09-07,https://vk.com/seadancefest,2025,9,2025-09,day,wsdc_calendar,,0dcb0c070b41d7eb2f0bf73b
Bavarian Open West Coast Swing Championships,Bavarian Open West Coast Swing Championships,Bavarian Open,2025-09-11,2025-09-14,https://bavarianopen.com,2025,9,2025-09,day,wsdc_calendar,,5eaf1962d29ba7ce0d789fdc
Best of the Best WCS,Best of the Best WCS,Best of the Best WCS,2025-09-11,2025-09-14,https://www.bestofthebestwcs.com/,2025,9,2025-09,day,wsdc_calendar,,3b4c2c0826fb95adde654166
Retaliation Swing,Retaliation Swing,Retaliation Swing,2025-09-18,2025-09-22,https://www.retaliationswing.com,2025,9,2025-09,day,wsdc_calendar,,47557f9ee90abf8f2d98e8ca
Austin Rocks,Austin Rocks,Austin Rocks,2025-09-19,2025-09-21,http://www.atxrox.com,2025,9,2025-09,day,wsdc_calendar,,590a66790a543a86ac26803f
Finnfest,Finnfest,Finnfest,2025-09-19,2025-09-22,http://www.finnfest.fi,2025,9,2025-09,day,wsdc_calendar,,c63edb9339a78ccb82ad34b2
Philly Swing Dance Classic,Philly Swing Dance Classic,Philly Swing Dance Classic,2025-09-19,2025-09-21,https://phillyswing.com/,2025,9,2025-09,day,wsdc_calendar,,9caea6f7e411d9479aa56504
WCS Party,WCS Party,WCS Party,2025-09-19,2025-09-21,https://www.wcsparty.com/,2025,9,2025-09,day,wsdc_calendar,,0e8b42c6b5c5323f9ec90062
Meet Me in St. Louis Swing Dance Championships,Meet Me in St. Louis Swing Dance Championships,Meet Me in St. Louis Swing Dance Championships,2025-09-25,2025-09-28,http://www.mmisl.com,2025,9,2025-09,day,wsdc_calendar,,3acbb6929846256be7f97746
Midland Swing Open,Midland Swing Open,Midland Swing Open,2025-09-25,2025-09-29,http://www.MidlandSwingOpen.com,2025,9,2025-09,day,wsdc_calendar,,4320afe784bb9eb2ff129ecb
Mooseland Swing,Mooseland Swing 2025,Mooseland Swing,2025-09-25,2025-09-29,https://mooselandswing.com/,2025,9,2025-09,day,wsdc_calendar,,fad1f5c9b32f136e604fe03b
Atlanta Swing Classic,Atlanta Swing Classic,Atlanta Swing Classic,2025-10-02,2025-10-05,https://atlantaswingclassic.com/,2025,10,2025-10,day,wsdc_calendar,,855d76c8f0837f1efdc4af9f
