year,start_date,original_date,event_name,status_event,event_location,country,confirmed,canceled,link,continent,Latitude,Longitude
2025,24.10.2025,"Oct 24 - 26, 2025",SSAS- Spooky Albany Swing Spectacular,Trial Event,"Albany, New York",United States,True,False,http://www.spookyalbanyswing.com,NA,42.6511674,-73.754968
2025,24.10.2025,"Oct 24 - 26, 2025",WCS Festival,Registry Event,"Duesseldorf, Germany",Germany,True,False,http://www.wcsfestival.de,EU,51.2254018,6.7763137
2025,30.10.2025,"Oct 30 - Nov 3, 2025",Warsaw Halloween Swing,Registry Event,"Warsaw, Mazowieckie, Poland",Poland,True,False,http://www.warsawhalloweenswing.com,EU,52.2319581,21.0067249
2025,30.10.2025,"Oct 30 - Nov 2, 2025",Mountain Magic Dance Convention,Registry Event,"South Lake Tahoe, NV, USA",United States,True,False,https://mountainmagic.dance/,NA,38.9604635,-119.9415697
2025,30.10.2025,"Oct 30 - Nov 2, 2025","Scandinavian Open WCS ""SNOW""",Registry Event,"Stockholm, Sweden, Sweden",Sweden,True,False,http://www.snowcs.se,EU,46.99189,-68.1421965
2025,31.10.2025,"Oct 31 - Nov 2, 2025",Rocket City Swing,Registry Event,"Huntsville, AL, USA",United States,True,False,https://rocketcityswing.com/,NA,34.729847,-86.5859011
2025,06.11.2025,"Nov 6 - 9, 2025",Simply Adelaide West Coast Swing,Registry Event,"Adelaide, South Australia, Australia",Australia,True,False,http://www.simplyadelaidewcs.com.au,OC,-34.9281805,138.5999312
2025,07.11.2025,"Nov 7 - 10, 2025",Westie's Angels,Registry Event,"LYON, France",France,True,False,http://www.frenchywesty.com,EU,45.7578137,4.8320114
2025,07.11.2025,"Nov 7 - 9, 2025",Autumn Swing Challenge,Registry Event,"Budapest, Hungary",Hungary,True,False,http://asc-budapest.com,EU,47.4813896,19.1460941
2025,07.11.2025,"Nov 7 - 10, 2025",Moscow Westie Fest Gala Edition,Registry Event,"Moscow,  Russia",Russian Federation,True,False,http://westiefest.org/,EU,55.625578,37.6063916
2025,12.11.2025,"Nov 12 - 17, 2025",Sea to Sky Seattle,Registry Event,"Seattle, WA, United States",United States,True,False,http://Seatoskywcs.com,NA,47.6038321,-122.330062
2025,13.11.2025,"Nov 13 - 16, 2025",Midnight Madness WCS,Registry Event,"Dallas Ft. Worth, Texas",United States,True,False,http://www.MidnightMadnessWCS.com,NA,32.8965194,-97.0465221
2025,13.11.2025,"Nov 13 - 16, 2025",DC Swing eXperience (DCSX),Registry Event,"Herndon, VA",United States,True,False,http://www.dcswingexperience.com,NA,38.9695316,-77.3859479
2025,14.11.2025,"Nov 14 - 16, 2025",Flowstate | West Coast Swing & Zouk Festival,Registry Event,"London,  UK",United Kingdom,True,False,https://eastonswing.com/west-coast-swing-events/world-swing-dance-council/flowstate-west-coast-swing-zouk-festival-eastonswing/,EU,51.5074456,-0.1277653
2025,20.11.2025,"Nov 20 - 23, 2025",Northeast Swing Classic,Trial Event,"Providence, RI, USA",United States,True,False,http://www.northeastswingclassic.com,NA,41.8239891,-71.4128343
2025,26.11.2025,"Nov 26 - 30, 2025",The Open World Swing Dance Championships,Registry Event,"Burbank, CA",United States,True,False,http://www.theopenswing.com,NA,34.1812089,-118.307201
2025,27.11.2025,"Nov 27 - 30, 2025",CASH Bash,Registry Event,"Cleveland, OH",United States,True,False,https://cashdanceclub.org/cash-bash/,NA,41.4996574,-81.6936772
2025,04.12.2025,"Dec 4 - 7, 2025","The After Party ""TAP""",Registry Event,"Irvine, CA,",United States,True,False,http://www.tapwcs.com,NA,33.6856969,-117.825981
2025,11.12.2025,"Dec 11 - 15, 2025",Santa Swing,Trial Event,"Kraków, malopolska, Polska",Poland,True,False,http://santaswing.pl,EU,,
2025,28.12.2025,Dec 28 2025 - Jan 1 2026,Westie Gala,Registry Event,"Stockholm,  Sweden",Sweden,True,False,http://www.westiegala.com,EU,59.3251172,18.0710935
2025,30.12.2025,Dec 30 2025 - Jan 4 2026,Floorplay Swing Vacation,Registry Event,"Orlando, Florida, United States",United States,True,False,http://www.floorplayswingvacation.com,NA,28.5421109,-81.3790304
2025,31.12.2025,Dec 31 2025 - Jan 4 2026,Spotlight New Year's Celebration,Registry Event,"Nashville, Tennesse, USA",United States,True,False,http://www.spotlightnewyears.com,NA,,
2025,31.12.2025,Dec 31 2025 - Jan 5 2026,SwingVester 2025,Registry Event,"Wels, Austria",Austria,True,False,http://www.swingvester.com,EU,48.1565472,14.0243752
2025,31.12.2025,Dec 31 2025 - Jan 4 2026,Countdown Swing Boston,Registry Event,"Boston, MA, United States",United States,True,False,https://countdownswingboston.com/,NA,42.3554334,-71.060511
2026,06.01.2026,"Jan 6 - 10, 2026",BudaFest Open WCS Championships,Registry Event,"Budapest, Budapest, Hungary",Hungary,True,False,http://wcs-budafest.com,EU,47.4978789,19.0402383
2026,15.01.2026,"Jan 15 - 19, 2026",Austin Swing Dance Championships,Registry Event,"Austin, TX, USa",United States,True,False,https://austinswingdance.com,NA,30.2711286,-97.7436995
2026,22.01.2026,"Jan 22 - 25, 2026",Derby City Swing,Registry Event,"Louisville, Kentucky, USA",United States,True,False,https://derbycityswing.com/,NA,38.2542376,-85.759407
2026,22.01.2026,"Jan 22 - 26, 2026",Swing Resolution,Registry Event,"Edinburgh, Lothian, Scotland, United Kingdom",United Kingdom,True,False,http://www.swingresolution.com,EU,55.7954464,-3.0662449
2026,23.01.2026,"Jan 23 - 25, 2026",Freedom Swing Dance Challenge,Registry Event,"WILMINGTON, Delaware, United States",United States,True,False,https://freedomswingdance.com/,NA,39.7459468,-75.546589
2026,29.01.2026,"Jan 29 - Feb 2, 2026",Charlotte WestieFest,Registry Event,"Charlotte, NC",United States,True,False,https://www.charlottewestiefest.com/,NA,35.2272086,-80.8430827
2026,05.02.2026,"Feb 5 - 8, 2026",Swingtzerland 2026,Registry Event,"Zurich,  Swintzerland",Switzerland,True,False,https://swingtzerland.com/,EU,,
2026,05.02.2026,"Feb 5 - 8, 2026",Swing & Snow,Registry Event,"St. Petersburg, Russia",Russian Federation,True,False,https://swingandsnow.ru/,EU,59.9606739,30.1586551
2026,05.02.2026,"Feb 5 - 8, 2026",Waterloo Ontario Open West Coast Swing Championships,Trial Event,"Waterloo, Ontario, Canada",Canada,True,False,http://www.waterlooopenwcs.com,NA,43.4652699,-80.5222961
2026,06.02.2026,"Feb 6 - 8, 2026",Trinity Swing,Registry Event,"Dundalk, Co, Louth, Ireland",,True,False,http://Trinityswing.com,,54.0046033,-6.4008879
2026,12.02.2026,"Feb 12 - 15, 2026",Capital Swing Convention,Registry Event,"Sacramento, CA, USA",United States,True,False,https://www.capitalswingconvention.com/,NA,38.5810606,-121.493895
2026,13.02.2026,"Feb 13 - 15, 2026",Prague Alchemy Swing,Trial Event,"Prague, Czech Republic",Czechia,True,False,https://praguealchemyswing.cz/,EU,50.0596288,14.4464593
2026,17.02.2026,"Feb 17 - 21, 2026",Euro Dance Festival,Registry Event,"Rust, Baden-Württemberg, Germany",Germany,True,False,https://www.euro-dance-festival.com,EU,48.2659347,7.7263213
2026,19.02.2026,"Feb 19 - 22, 2026",Winter Coast,Registry Event,"Leppävirta, Northern Savonia, Finland",Finland,True,False,http://www.wintercoastswing.com,EU,,
2026,19.02.2026,"Feb 19 - 22, 2026",Arousa Westie Fest,Registry Event,"Sanxenxo, Pontevedra, Spain",Spain,True,False,https://www.arousawestiefest.com,EU,42.4003559,-8.8065952
2026,27.02.2026,"Feb 27 - Mar 1, 2026",Flow Festival NYC,Trial Event,"New York City, NY, United States",United States,True,False,https://www.flowfest.nyc,NA,40.7372329,-73.862477
2026,05.03.2026,"Mar 5 - 9, 2026",MADjam (Mid Atlantic Dance Jam),Registry Event,"Reston, VA",United States,True,False,http://www.atlanticdancejam.com,NA,38.953282,-77.3464516
2026,12.03.2026,"Mar 12 - 15, 2026",West In Lyon,Registry Event,"Lyon, Rhône, France",France,True,False,http://www.west-in-lyon.fr,EU,45.7578137,4.8320114
2026,19.03.2026,"Mar 19 - 22, 2026",Novice Invitational,Registry Event,"Houston, Texas",United States,True,False,http://Htownthrowdownwcs.com,NA,29.7589382,-95.3676974
2026,26.03.2026,"Mar 26 - 30, 2026",UK West Coast Swing Championships,Registry Event,"Sipson, West Drayton, London, UK",United States,True,False,https://www.ukwcschamps.com/,NA,51.4930316,-0.4503216
2026,26.03.2026,"Mar 26 - 30, 2026",5280 Westival,Registry Event,"Denver, CO",United States,True,False,https://www.5280westival.com,NA,39.7392364,-104.984862
2026,26.03.2026,"Mar 26 - 29, 2026",H-Town Throw Down,Registry Event,"Houston, Texas, United States",United States,True,False,http://htownthrowdownwcs.com,NA,29.7589382,-95.3676974
2026,02.04.2026,"Apr 2 - 5, 2026",Easter Swing 2026,Registry Event,"Seattle, WA, United States",United States,True,False,https://www.easterswing.org/,NA,47.6038321,-122.330062
2026,10.04.2026,"Apr 10 - 12, 2026",WESTY NANTES,Registry Event,"NANTES, Loire-Atlantique, France",France,True,False,http://44 Danse Studio,EU,47.2186371,-1.5541362
2026,08.05.2026,"May 8 - 10, 2026",SOM-Swing of Music 2026,Registry Event,"Wels,  Austria",Austria,True,False,https://www.swingofmusic.com/,EU,48.1565472,14.0243752
2026,24.09.2026,"Sep 24 - 27, 2026",Calgary Town Open,Registry Event,"Calgary, Alberta, Canada",Canada,True,False,http://TBD,NA,51.0456064,-114.057541
2026,01.10.2026,"Oct 1 - 4, 2026",Atlanta Swing Classic,Registry Event,"Atlanta, GA, USA",United States,True,False,https://www.atlantaswingclassic.com/,NA,33.7489924,-84.3902644
2026,12.11.2026,"Nov 12 - 15, 2026",Midnight Madness WCS 2026,Registry Event,"Dallas Ft. Worth, Texas, United States",United States,True,False,http://www.MidnightMadnessWCS.com,NA,32.8965194,-97.0465221
2027,07.10.2027,"Oct 7 - 10, 2027",Atlanta Swing Classic,Registry Event,"Atlanta, Georgia, USA",United States,True,False,https://www.atlantaswingclassic.com/,NA,33.7489924,-84.3902644
2028,28.09.2028,"Sep 28 - Oct 1, 2028",Atlanta Swing Classic,Registry Event,"Atlanta, GA, USA",United States,True,False,https://www.atlantaswingclassic.com/,NA,33.7489924,-84.3902644
