event_id,event_name,event_year,event_month,planned_start_date,planned_end_date,calendar_status,date_source,source_fingerprint,calendar_title,url,match_via,scraped_at,updated_at
338,Sea Dance Fest,2024,9,2024-09-01,2024-09-08,scheduled,wsdc_dump,dump:competitionevents:3035,Sea Dance Fest,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
135,Desert City Swing,2024,9,2024-08-29,2024-09-02,scheduled,wsdc_dump,dump:competitionevents:3032,Desert City Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
177,River City Swing,2024,9,2024-08-29,2024-09-02,scheduled,wsdc_dump,dump:competitionevents:3034,Jax Westie Fest,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
313,Rolling Swing,2024,9,2024-08-29,2024-09-02,scheduled,wsdc_dump,dump:competitionevents:3033,Rolling Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
48,South Bay Dance Fling,2024,9,2024-08-29,2024-09-02,scheduled,wsdc_dump,dump:competitionevents:3073,South Bay Dance Fling,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
298,Shakedown Swing,2024,8,2024-08-23,2024-08-25,scheduled,wsdc_dump,dump:competitionevents:3031,Shakedown Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
53,Summer Hummer,2024,8,2024-08-22,2024-08-25,scheduled,wsdc_dump,dump:competitionevents:3030,Summer Hummer,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
119,Chicagoland Country and Swing Dance Festival,2024,8,2024-08-16,2024-08-18,scheduled,wsdc_dump,dump:competitionevents:3029,Chicagoland Country and Swing Dance Festival,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
47,SwingTime Denver,2024,8,2024-08-15,2024-08-18,scheduled,wsdc_dump,dump:competitionevents:3077,SwingTime Denver,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
339,Bristol Swing Fiesta,2024,8,2024-08-09,2024-08-11,scheduled,wsdc_dump,dump:competitionevents:3027,Bristol Swing Fiesta,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
264,UpTown Swing,2024,8,2024-08-09,2024-08-12,scheduled,wsdc_dump,dump:competitionevents:3026,UpTown Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
120,Lone Star Invitational,2024,8,2024-08-08,2024-08-11,scheduled,wsdc_dump,dump:competitionevents:3028,Lonestar Invitational,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
59,Swing Fling,2024,8,2024-08-08,2024-08-12,scheduled,wsdc_dump,dump:competitionevents:2752,Swing Fling 2024,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
77,Arizona Dance Classic,2024,8,2024-08-01,2024-08-04,scheduled,wsdc_dump,dump:competitionevents:2940,Arizona Dance Classic,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
282,German Open,2024,8,2024-08-01,2024-08-04,scheduled,wsdc_dump,dump:competitionevents:3078,The German Open WCS Championships,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
157,New England Dance Festival,2024,8,2024-08-01,2024-08-04,scheduled,wsdc_dump,dump:competitionevents:3024,New England Dance Festival,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
227,Swingtacular: The Galactic Open,2024,8,2024-08-01,2024-08-04,scheduled,wsdc_dump,dump:competitionevents:3075,Swingtacular: The Galactic Open,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
164,Sea Sun and Swing,2024,8,2024-07-27,2024-08-03,scheduled,wsdc_dump,dump:competitionevents:3074,Sea Sun & Swing Camp,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
148,Dance Mardi Gras,2024,7,2024-07-25,2024-07-28,scheduled,wsdc_dump,dump:competitionevents:3095,Dance Mardi Gras,,dump_competitionevents_series_id,2026-09-24 17:12:21.309728+00,2026-09-24 17:12:21.309728+00
263,Riga Summer Swing,2024,7,2024-07-25,2024-07-29,scheduled,wsdc_dump,dump:competitionevents:3076,Riga Summer Swing,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
224,Midwest Westie Fest,2024,7,2024-07-18,2024-07-21,scheduled,wsdc_dump,dump:competitionevents:2984,Midwest Westie Fest,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
256,Rock the Barn,2024,7,2024-07-18,2024-07-21,scheduled,wsdc_dump,dump:competitionevents:2981,Rock The Barn,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
280,Saint Petersburg WCS Nights,2024,7,2024-07-18,2024-07-21,scheduled,wsdc_dump,dump:competitionevents:3080,St.Petersburg WCS Nights,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
156,Big Apple Dance Festival,2024,7,2024-07-11,2024-07-14,scheduled,wsdc_dump,dump:competitionevents:2960,Big Apple Dance Festival,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
303,Odyssey West Coast Swing,2024,7,2024-07-11,2024-07-14,scheduled,wsdc_dump,dump:competitionevents:3023,Odyssey West Coast Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
147,Toronto Open Swing & Hustle Championships,2024,7,2024-07-11,2024-07-14,scheduled,wsdc_dump,dump:competitionevents:3079,Toronto Open Swing and Hustle Championships,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
1,4TH of July Convention,2024,7,2024-07-04,2024-07-07,scheduled,wsdc_dump,dump:competitionevents:3081,Phoenix 4th of July,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
278,Americano Dance Camp,2024,7,2024-07-04,2024-07-08,scheduled,wsdc_dump,dump:competitionevents:2937,Americano Dance camp,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
225,Wild Wild Westie,2024,7,2024-07-04,2024-07-07,scheduled,wsdc_dump,dump:competitionevents:3021,Wild Wild Westie,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
331,Swing Fiction,2024,6,2024-06-28,2024-06-30,scheduled,wsdc_dump,dump:competitionevents:3020,Swing Fiction 2024,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
96,Liberty Swing Dance Championships,2024,6,2024-06-27,2024-06-30,scheduled,wsdc_dump,dump:competitionevents:2968,Liberty Swing Dance Championships,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
261,Neverland Swing,2024,7,2024-06-27,2024-07-01,scheduled,wsdc_dump,dump:competitionevents:3018,NeverlandSwing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
162,Swingapalooza,2024,6,2024-06-21,2024-06-23,scheduled,wsdc_dump,dump:competitionevents:2983,SWINGAPALOOZA,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
109,Colorado Country Classic,2024,6,2024-06-20,2024-06-23,scheduled,wsdc_dump,dump:competitionevents:3100,Colorado Country Classic,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
220,D-Town Swing,2024,6,2024-06-14,2024-06-16,scheduled,wsdc_dump,dump:competitionevents:2956,D-TOWNSWING,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
207,Dance N Play,2024,6,2024-06-13,2024-06-16,scheduled,wsdc_dump,dump:competitionevents:2961,Dance N Play,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
222,Baltic Swing,2024,6,2024-06-06,2024-06-10,scheduled,wsdc_dump,dump:competitionevents:3097,Baltic Swing,,dump_competitionevents_series_id,2026-09-24 17:12:21.309728+00,2026-09-24 17:12:21.309728+00
25,J&J O'Rama,2024,6,2024-06-06,2024-06-10,scheduled,wsdc_dump,dump:competitionevents:2954,Jack & Jill O'Rama,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
117,Orange Blossom Dance Festival,2024,6,2024-06-06,2024-06-09,scheduled,wsdc_dump,dump:competitionevents:2953,Orange Blossom Dance Festival,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
206,Hungarian Open,2024,6,2024-05-31,2024-06-02,scheduled,wsdc_dump,dump:competitionevents:3016,Hungarian Open,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
76,Michigan Dance Classic,2024,6,2024-05-30,2024-06-02,scheduled,wsdc_dump,dump:competitionevents:2921,Michigan Classic,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
22,USA Grand Nationals,2024,5,2024-05-23,2024-05-27,scheduled,wsdc_dump,dump:competitionevents:2955,USA Grand Nationals Dance Championship,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
105,Canadian Swing Championships,2024,5,2024-05-17,2024-05-20,scheduled,wsdc_dump,dump:competitionevents:3015,Canadian Swing Championships,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
221,Show Me Showdown,2024,5,2024-05-17,2024-05-19,scheduled,wsdc_dump,dump:competitionevents:3106,Show Me Showdown,,dump_competitionevents_series_id,2026-09-24 17:12:21.309728+00,2026-09-24 17:12:21.309728+00
121,The Texas Classic,2024,5,2024-05-17,2024-05-19,scheduled,wsdc_dump,dump:competitionevents:3012,Texas Classic,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
205,SOswing,2024,5,2024-05-16,2024-05-19,scheduled,wsdc_dump,dump:competitionevents:2976,SOswing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
174,Swingsation,2024,5,2024-05-10,2024-05-12,scheduled,wsdc_dump,dump:competitionevents:2978,Swingsation 2024,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
175,French Open West Coast Swing,2024,5,2024-05-08,2024-05-13,scheduled,wsdc_dump,dump:competitionevents:2973,French Open WCS,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
134,Swing Dance America,2024,5,2024-05-02,2024-05-06,scheduled,wsdc_dump,dump:competitionevents:2964,Swing Dance America (SDA),,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
144,Swingin' Into Spring,2024,5,2024-05-02,2024-05-05,scheduled,wsdc_dump,dump:competitionevents:3010,Swingin' Into Spring,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
253,Nordic WCS Championships,2024,4,2024-04-25,2024-04-29,scheduled,wsdc_dump,dump:competitionevents:3011,Nordic WCS Championships,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
218,Asia West Coast Swing Open,2024,4,2024-04-18,2024-04-21,scheduled,wsdc_dump,dump:competitionevents:2935,Asia WCS Open XI,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
203,Detonation Dance,2024,4,2024-04-18,2024-04-22,scheduled,wsdc_dump,dump:competitionevents:2948,Detonation Dance,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
345,HONEY FEST,2024,4,2024-04-18,2024-04-21,scheduled,wsdc_dump,dump:competitionevents:2962,HONEY FEST,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
259,Swingover,2024,4,2024-04-18,2024-04-21,scheduled,wsdc_dump,dump:competitionevents:2972,Swingover,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
210,Korean Open WCS Championships,2024,4,2024-04-12,2024-04-14,scheduled,wsdc_dump,dump:competitionevents:2949,Korean Open WCS Championsips,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
116,Calgary Dance Stampede,2024,4,2024-04-11,2024-04-14,scheduled,wsdc_dump,dump:competitionevents:2950,Calgary Dance Stampede,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
187,City of Angels WCS,2024,4,2024-04-11,2024-04-14,scheduled,wsdc_dump,dump:competitionevents:2929,City of Angels Swing Event,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
293,Westy Nantes,2024,4,2024-04-11,2024-04-13,scheduled,wsdc_dump,dump:competitionevents:2959,Westy Nantes,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
275,Dutch Open West Coast Swing,2024,4,2024-04-04,2024-04-07,scheduled,wsdc_dump,dump:competitionevents:2975,Dutch Open West Coast Swing 2024,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
132,Tulsa Spring Swing,2024,3,2024-03-29,2024-03-31,scheduled,wsdc_dump,dump:competitionevents:2865,Tulsa Spring Swing,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
324,Calgary Town Open,2024,3,2024-03-28,2024-03-31,scheduled,wsdc_dump,dump:competitionevents:3004,BTO Open,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
18,Easter Swing,2024,4,2024-03-28,2024-04-01,scheduled,wsdc_dump,dump:competitionevents:3002,Easter Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
153,Novice Invitational,2024,3,2024-03-22,2024-03-24,scheduled,wsdc_dump,dump:competitionevents:3043,Novice Invitational,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
197,5280 Westival,2024,3,2024-03-21,2024-03-25,scheduled,wsdc_dump,dump:competitionevents:2938,5280 Westival,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
9,Boston Tea Party,2024,3,2024-03-21,2024-03-25,scheduled,wsdc_dump,dump:competitionevents:3039,The Boston Tea Party,,dump_competitionevents_series_id,2026-09-24 17:14:37.922596+00,2026-09-24 17:14:37.922596+00
292,King Swing,2024,3,2024-03-21,2024-03-25,scheduled,wsdc_dump,dump:competitionevents:2925,King Swing,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
217,San Diego Dance Festival,2024,3,2024-03-21,2024-03-24,scheduled,wsdc_dump,dump:competitionevents:3005,San Diego Dance Festival,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
318,All Star SwingJam,2024,3,2024-03-14,2024-03-17,scheduled,wsdc_dump,dump:competitionevents:2888,All Star SwingJam,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
142,The Chicago Classic,2024,3,2024-03-14,2024-03-17,scheduled,wsdc_dump,dump:competitionevents:2996,The Chicago Classic,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
314,Westie Spring Thing,2024,3,2024-03-14,2024-03-16,scheduled,wsdc_dump,dump:competitionevents:2997,Westie Spring Thing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
143,High Desert Dance Classic,2024,3,2024-03-08,2024-03-10,scheduled,wsdc_dump,dump:competitionevents:2933,High Desert Dance Classic,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
186,West in Lyon,2024,3,2024-03-07,2024-03-10,scheduled,wsdc_dump,dump:competitionevents:2994,West in Lyon,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
333,Swingvasion,2024,3,2024-03-01,2024-03-03,scheduled,wsdc_dump,dump:competitionevents:2963,Swingvasion,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
92,MADjam,2024,3,2024-02-29,2024-03-03,scheduled,wsdc_dump,dump:competitionevents:2868,MADjam (Mid Atlantic Dance Jam),,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
244,Rose City Swing,2024,2,2024-02-22,2024-02-25,scheduled,wsdc_dump,dump:competitionevents:2970,Rose City Swing,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
297,Winter Coast Swing,2024,2,2024-02-22,2024-02-25,scheduled,wsdc_dump,dump:competitionevents:2885,Winter Coast Swing,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
310,Valentine Swing,2024,2,2024-02-16,2024-02-18,scheduled,wsdc_dump,dump:competitionevents:2979,Valentine Swing,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
12,Capital Swing Dance Convention,2024,2,2024-02-15,2024-02-18,scheduled,wsdc_dump,dump:competitionevents:2992,Capital Swing Convention,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
258,Swingtzerland,2024,2,2024-02-08,2024-02-11,scheduled,wsdc_dump,dump:competitionevents:2788,Swingtzerland,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
272,Paris Westie Fest,2024,2,2024-02-02,2024-02-04,scheduled,wsdc_dump,dump:competitionevents:2982,Paris Swing Classic,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
273,Charlotte Westie Fest,2024,2,2024-02-01,2024-02-04,scheduled,wsdc_dump,dump:competitionevents:2887,Charlotte WestieFest,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
215,Swing & Snow,2024,2,2024-02-01,2024-02-04,scheduled,wsdc_dump,dump:competitionevents:2967,Swing & Snow,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
301,Swing Resolution,2024,1,2024-01-26,2024-01-29,scheduled,wsdc_dump,dump:competitionevents:2890,Swing Resolution,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
183,Freedom Swing Dance Challenge,2024,1,2024-01-19,2024-01-21,scheduled,wsdc_dump,dump:competitionevents:2971,Freedom Swing Dance Challenge,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
242,Derby City Swing,2024,1,2024-01-18,2024-01-21,scheduled,wsdc_dump,dump:competitionevents:2883,Derby City Swing,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
309,Avignon City Swing,2024,1,2024-01-12,2024-01-14,scheduled,wsdc_dump,dump:competitionevents:2932,Avignon City Swing,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
200,Austin Swing Dance Championships,2024,1,2024-01-11,2024-01-14,scheduled,wsdc_dump,dump:competitionevents:2969,Austin Swing Dance Championships (ASDC),,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
62,Monterey SwingFest,2024,1,2024-01-10,2024-01-15,scheduled,wsdc_dump,dump:competitionevents:2977,Monterey Swing Fest 2024,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
184,BudaFest Open WCS Championships,2024,1,2024-01-03,2024-01-07,scheduled,wsdc_dump,dump:competitionevents:2931,BudaFest Open WCS Championships,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
75,UCWDC Country Dance World Championship,2024,1,2023-12-31,2024-01-07,scheduled,wsdc_dump,dump:competitionevents:2989,UCWDC Country Dance World Championships,,dump_competitionevents_series_id,2026-09-24 17:14:30.417918+00,2026-09-24 17:14:30.417918+00
334,Countdown Swing Boston,2024,1,2023-12-28,2024-01-01,scheduled,wsdc_dump,dump:competitionevents:2834,Countdown Swing Boston ,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
42,Floorplay Swing Vacation,2024,1,2023-12-28,2024-01-01,scheduled,wsdc_dump,dump:competitionevents:2839,Floor Play Swing Vacation ,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
141,Spotlight New Year's Celebration,2024,1,2023-12-28,2024-01-01,scheduled,wsdc_dump,dump:competitionevents:2872,Spotlight New Year's Celebration,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
196,SwingCouver,2024,1,2023-12-28,2024-01-01,scheduled,wsdc_dump,dump:competitionevents:2826,SwingCouver ,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
240,Westie Gala,2024,1,2023-12-28,2024-01-01,scheduled,wsdc_dump,dump:competitionevents:3093,Westie Gala,,dump_competitionevents_series_id,2026-09-24 17:12:21.309728+00,2026-09-24 17:12:21.309728+00
342,Global Grand Prix - West Coast Swing Reunion,2023,12,2023-12-15,2023-12-18,scheduled,wsdc_dump,dump:competitionevents:2928,Global Grand Prix - West Coast Swing Reunion,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
271,Berlin Swing Revolution,2023,12,2023-12-07,2023-12-10,scheduled,wsdc_dump,dump:competitionevents:2897,Berlin Swing Revolution,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
290,Shooba Dooba Swing,2023,12,2023-12-01,2023-12-04,scheduled,wsdc_dump,dump:competitionevents:2910,Shooba Dooba Swing,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
212,The After Party (TAP),2023,12,2023-11-30,2023-12-03,scheduled,wsdc_dump,dump:competitionevents:2958,The After Party \u201cTAP\u201d,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
238,Winter White,2023,12,2023-11-30,2023-12-03,scheduled,wsdc_dump,dump:competitionevents:2827,Winter White WCS,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
87,CASH Bash,2023,11,2023-11-23,2023-11-26,scheduled,wsdc_dump,dump:competitionevents:2854,C.A.S.H. Bash,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
68,US Open Swing Dance Championships,2023,11,2023-11-22,2023-11-26,scheduled,wsdc_dump,dump:competitionevents:2847,US Open Swing Dance Championships,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
181,DC Swing eXperience (DCSX),2023,11,2023-11-16,2023-11-19,scheduled,wsdc_dump,dump:competitionevents:2806,DC Swing eXperience  (DCSX),,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
270,Westie's Angels,2023,11,2023-11-16,2023-11-20,scheduled,wsdc_dump,dump:competitionevents:2860,Westie's Angels,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
269,Autumn Swing Challenge,2023,11,2023-11-10,2023-11-12,scheduled,wsdc_dump,dump:competitionevents:2896,Autumn Swing Challenge,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
79,Sea to Sky,2023,11,2023-11-09,2023-11-12,scheduled,wsdc_dump,dump:competitionevents:2795,Sea to Sky Seattle WCS,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
312,Westie Pink City,2023,11,2023-11-09,2023-11-12,scheduled,wsdc_dump,dump:competitionevents:2918,Westie Pink City,,dump_competitionevents_series_id,2026-09-24 17:14:17.257014+00,2026-09-24 17:14:17.257014+00
323,Westies on the Water,2023,11,2023-11-09,2023-11-12,scheduled,wsdc_dump,dump:competitionevents:2866,Westies on the Water,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
288,Midnight Madness,2023,11,2023-11-03,2023-11-05,scheduled,wsdc_dump,dump:competitionevents:2864,Midnight Madness,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
194,Moscow Westie Fest,2023,11,2023-11-03,2023-11-06,scheduled,wsdc_dump,dump:competitionevents:2810,Moscow Westie Fest,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
229,Scandinavian Open,2023,11,2023-11-03,2023-11-05,scheduled,wsdc_dump,dump:competitionevents:2908,"Scandinavian Open WCS ""SNOW""",,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
137,Tampa Bay Classic,2023,11,2023-11-03,2023-11-05,scheduled,wsdc_dump,dump:competitionevents:2765,Tampa Bay Classic,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
31,Mountain Magic,2023,11,2023-11-02,2023-11-05,scheduled,wsdc_dump,dump:competitionevents:2901,Mountain Magic Dance Convention,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
65,Halloween SwingThing,2023,10,2023-10-26,2023-10-29,scheduled,wsdc_dump,dump:competitionevents:2858,Halloween Swingthing,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
330,Simply Adelaide West Coast Swing,2023,10,2023-10-26,2023-10-29,scheduled,wsdc_dump,dump:competitionevents:2877,Simply Adelaide West Coast Swing 2023,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
125,Swing City Chicago,2023,10,2023-10-26,2023-10-29,scheduled,wsdc_dump,dump:competitionevents:2825,Swing City Chicago,,dump_competitionevents_series_id,2026-09-24 17:13:13.714247+00,2026-09-24 17:13:13.714247+00
236,Warsaw Halloween Swing,2023,10,2023-10-26,2023-10-29,scheduled,wsdc_dump,dump:competitionevents:2797,Warsaw Halloween Swing,,dump_competitionevents_series_id,2026-09-24 17:12:43.602598+00,2026-09-24 17:12:43.602598+00
267,Swustlicious,2023,10,2023-10-20,2023-10-22,scheduled,wsdc_dump,dump:competitionevents:2879,Swustlicious,,dump_competitionevents_series_id,2026-09-24 17:13:47.217776+00,2026-09-24 17:13:47.217776+00
