event_id,canonical_name,url,registry_status,typical_city,typical_state,typical_country,typical_location,first_edition_year,last_edition_year,edition_count,total_result_rows,unique_dancers,upcoming_start_date,upcoming_location,updated_at
1,4TH of July Convention,http://phoenix4thofjuly.com/,Registry Event,,,United States,"Phoenix, AZ, United States",1991,2025,33,3056,1514,2026-07-02,"Phoenix, AZ, United States",2026-06-23 12:49:48.149947+00
2,4TH of July Swing Bash,,,,,,,1997,1997,1,4,4,,,2026-06-23 12:49:48.149947+00
395,5280 Swing Dance Championships,,,,,,,2013,2019,7,597,391,,,2026-06-23 12:49:48.149947+00
197,5280 Westival,http://www.5280westival.com/,Registry Event,,,United States,"Denver, CO, United States",2021,2026,6,426,295,2027-03-11,"Denver, CO, United States",2026-06-23 12:49:48.149947+00
318,All Star SwingJam,http://www.allstarswingjam.com,,,,,,2022,2026,4,330,240,,,2026-06-23 12:49:48.149947+00
3,American Lindy Hop Championships,,,,,,,2000,2003,3,101,91,,,2026-06-23 12:49:48.149947+00
94,American Open,,,,,,,2004,2004,1,10,10,,,2026-06-23 12:49:48.149947+00
4,American Swing Dance Championships,,,,,,,1994,1998,5,105,86,,,2026-06-23 12:49:48.149947+00
278,Americano Dance Camp,https://t.me/americamodancecamp%20https://vk.com/americano2025,Registry Event,,,Russia,"Samara, Samara state, Russia",2017,2025,8,482,263,2026-07-02,"Samara, Samara state, Russia",2026-06-23 12:49:48.149947+00
67,Americas Classic,,,,,,,1995,2014,19,1150,638,,,2026-06-23 12:49:48.149947+00
276,Anchor Festival,,,,,,,2017,2019,3,225,192,,,2026-06-23 12:49:48.149947+00
243,Anti Valentines,,,,,,,2015,2015,1,39,39,,,2026-06-23 12:49:48.149947+00
77,Arizona Dance Classic,,,,,,,2002,2025,18,657,414,,,2026-06-23 12:49:48.149947+00
396,Arizona Dance Classic (Cancelled due to Covid-19),,,,,,,2019,2019,1,42,37,,,2026-06-23 12:49:48.149947+00
344,Arousa Westie Fest,https://www.arousawestiefest.com/,Registry Event,,,Spain,"Sanxenxo, Galicia/Pontevedra, Spain",2025,2026,2,192,128,2027-02-18,"Sanxenxo, Galicia/Pontevedra, Spain",2026-06-23 12:49:48.149947+00
397,Asia WCS Open - 10th Anniversary,,,,,,,2023,2023,1,93,91,,,2026-06-23 12:49:48.149947+00
398,Asia WCS Open XI,https://www.streetswing.co.nz/the-new-zealand-open,Registry Event,,,New Zealand,"Auckland, New Zealand",2024,2024,1,125,122,2026-10-15,"Auckland, New Zealand",2026-06-23 12:49:48.149947+00
399,Asia WCS Open XIII,,,,,,,2026,2026,1,118,115,,,2026-06-23 12:49:48.149947+00
218,Asia West Coast Swing Open,https://asiawcsopen.com/,Registry Event,,,Singapore,"Singapore, Singapore, Singapore",2014,2025,7,505,336,2027-04-15,"Singapore, Singapore, Singapore",2026-06-23 12:49:48.149947+00
202,Asian WCS Open Swingvitation,,,,,,,2013,2013,1,40,40,,,2026-06-23 12:49:48.149947+00
211,Atlanta Swing Classic,https://www.atlantaswingclassic.com/,Registry Event,,,United States,"Atlanta, GA, United States",2013,2025,12,1530,976,2026-10-01,"Atlanta, GA, United States",2026-06-23 12:49:48.149947+00
350,Augsburg Westie Station,https://www.augsburgwestiestation.com/,Registry Event,,,Germany,"Augsburg, Bavaria, Germany",2024,2025,2,190,158,2026-10-22,"Augsburg, Bavaria, Germany",2026-06-23 12:49:48.149947+00
300,Austin Rocks,https://atxrox.com/,Registry Event,,,United States,"Austin, Texas, TX, United States",2018,2025,4,413,330,2026-09-18,"Austin, Texas, TX, United States",2026-06-23 12:49:48.149947+00
200,Austin Swing Dance Championships,https://austinswingdance.com/,Registry Event,,,United States,"Austin, Texas, United States",2013,2026,10,1021,605,2027-01-14,"Austin, Texas, United States",2026-06-23 12:49:48.149947+00
400,Austin Swing Dance Championships (ASDC),,,,,,,2024,2024,1,114,113,,,2026-06-23 12:49:48.149947+00
274,Australasian WCS & Zouk Champs,,,,,,,2017,2017,1,50,50,,,2026-06-23 12:49:48.149947+00
180,Australian Open Swing Dance Championships,,,,,,,2011,2015,5,243,155,,,2026-06-23 12:49:48.149947+00
173,Austrian Open,,,,,,,2011,2011,1,30,30,,,2026-06-23 12:49:48.149947+00
247,Austrian WCS Spectacle,,,,,,,2015,2017,3,129,110,,,2026-06-23 12:49:48.149947+00
269,Autumn Swing Challenge,http://www.asc-budapest.com/,Registry Event,,,Hungary,"Budapest, Hungary",2016,2025,8,699,428,2026-11-13,"Budapest, Hungary",2026-06-23 12:49:48.149947+00
309,Avignon City Swing,https://www.avignoncityswing.com/,Registry Event,,,France,"Nimes, Occitanie, France",2020,2026,5,471,303,2027-01-15,"Nimes, Occitanie, France",2026-06-23 12:49:48.149947+00
5,Bakersfield Swing Bash,,,,,,,1998,1998,1,40,38,,,2026-06-23 12:49:48.149947+00
222,Baltic Swing,http://www.balticswing.com,,,,,,2014,2026,11,1115,744,,,2026-06-23 12:49:48.149947+00
374,Barock Swing Ludwigsburg,https://baroqueswing.com/,Registry Event,,,Germany,"Ludwigsburg, Baden-Württemberg, Germany",2025,2025,1,93,83,2026-06-25,"Ludwigsburg, Baden-Württemberg, Germany",2026-06-23 12:49:48.149947+00
233,Bavarian Open,https://bavarianopen.com/,Registry Event,,,Germany,"Munich, Bavaria, Germany",2014,2022,5,384,333,2026-09-10,"Munich, Bavaria, Germany",2026-06-23 12:49:48.149947+00
401,Bavarian Open WCS,,,,,,,2018,2019,2,208,184,,,2026-06-23 12:49:48.149947+00
402,Bavarian Open West Coast Swing Championships,,,,,,,2023,2025,3,440,317,,,2026-06-23 12:49:48.149947+00
6,Bay Swingers,,,,,,,1992,1995,4,29,23,,,2026-06-23 12:49:48.149947+00
347,BeeMAD,https://beemadwcs.com/,Registry Event,,,Spain,"Madrid, Madrid, Spain",2025,2026,2,163,127,2027-04-29,"Madrid, Madrid, Spain",2026-06-23 12:49:48.149947+00
271,Berlin Swing Revolution,https://berlinswingrevolution.com/,Registry Event,,,Germany,"Berlin, Berlin, Germany",2016,2025,8,523,380,2026-12-10,"Berlin, Berlin, Germany",2026-06-23 12:49:48.149947+00
167,Best of the Best WCS,https://www.bestofthebestwcs.com/,Registry Event,,,Australia,"Sydney, NSW, Australia",2011,2025,13,690,342,2026-09-24,"Sydney, NSW, Australia",2026-06-23 12:49:48.149947+00
156,Big Apple Dance Festival,http://bigapplecountrydance.com/,,,,,,2009,2025,14,424,307,,,2026-06-23 12:49:48.149947+00
403,Big Apple Dance Festival/World Hustle Championships,,,,,,,2011,2011,1,23,23,,,2026-06-23 12:49:48.149947+00
7,Boogie & Blues,,,,,,,1995,2003,9,456,291,,,2026-06-23 12:49:48.149947+00
8,Boogie By The Bay,https://boogiebythebay.com/,Registry Event,,,United States,"San Francisco, CA, United States",1993,2025,31,3313,1640,2026-10-08,"San Francisco, CA, United States",2026-06-23 12:49:48.149947+00
146,Boston Dance Challenge,,,,,,,2008,2012,4,182,144,,,2026-06-23 12:49:48.149947+00
122,Boston Dance Revolution,,,,,,,2006,2008,3,81,67,,,2026-06-23 12:49:48.149947+00
9,Boston Tea Party,http://teapartyswings.com/,Registry Event,,,United States,"Boston, MA, United States",1997,2018,22,1942,1133,2027-03-19,"Boston, MA, United States",2026-06-23 12:49:48.149947+00
110,Brandin' Iron Dance Festival,,,,,,,2005,2007,3,83,63,,,2026-06-23 12:49:48.149947+00
10,Bridgetown Swing Boogie,,,,,,,2001,2023,21,1673,878,,,2026-06-23 12:49:48.149947+00
339,Bristol Swing Fiesta,https://www.bristolcityswing.com/bsf,Registry Event,,,United Kingdom,"Bristol, Bristol, City of, United Kingdom",2024,2025,2,171,129,2026-08-28,"Bristol, Bristol, City of, United Kingdom",2026-06-23 12:49:48.149947+00
114,British Columbia Dance Challenge,,,,,,,2006,2007,2,83,64,,,2026-06-23 12:49:48.149947+00
324,BTO Open,https://ctodance.ca/,Registry Event,,,Canada,"Calgary, Alberta, Canada",2023,2025,3,230,162,2026-09-24,"Calgary, Alberta, Canada",2026-06-23 12:49:48.149947+00
184,BudaFest Open WCS Championships,http://wcs-budafest.com/,Registry Event,,,Hungary,"Budapest, Budapest, Hungary",2012,2026,14,1779,1151,2027-01-05,"Budapest, Budapest, Hungary",2026-06-23 12:49:48.149947+00
404,C.A.S.H. Bash,,,,,,,2023,2023,1,41,38,,,2026-06-23 12:49:48.149947+00
116,Calgary Dance Stampede,http://www.calgarydancestampede.com/,Registry Event,,,Canada,"Calgary, AB, Canada",2006,2026,8,258,177,2027-04-29,"Calgary, AB, Canada",2026-06-23 12:49:48.149947+00
11,California State Championships,,,,,,,1997,1999,3,134,107,,,2026-06-23 12:49:48.149947+00
105,Canadian Swing Championships,http://www.canadianswingchampionships.com,,,,,,2005,2026,17,603,383,,,2026-06-23 12:49:48.149947+00
405,Canadian Swing Championships (CSC),,,,,,,2019,2019,1,35,35,,,2026-06-23 12:49:48.149947+00
406,Capital Swing Convention,,,,,,,2024,2026,2,251,225,,,2026-06-23 12:49:48.149947+00
12,Capital Swing Dance Convention,http://www.capitalswingconvention.com/,Registry Event,,,United States,"Sacramento, CA, United States",1993,2025,28,3286,1646,2027-02-11,"Sacramento, CA, United States",2026-06-23 12:49:48.149947+00
407,Capital Swing Dancers' President's Day,,,,,,,2023,2023,1,120,118,,,2026-06-23 12:49:48.149947+00
408,Capital Swing Presidents' Day Convention,,,,,,,2020,2020,1,129,124,,,2026-06-23 12:49:48.149947+00
150,Carolina Groove,,,,,,,2008,2008,1,35,34,,,2026-06-23 12:49:48.149947+00
373,Carolina Summer Swing,https://carolinasummerswing.com/,Registry Event,,,United States,"Greenville, South Carolina, SC, United States",2025,2025,1,122,109,2026-07-09,"Greenville, South Carolina, SC, United States",2026-06-23 12:49:48.149947+00
87,CASH Bash,https://cashdanceclub.org/cash-bash/,Registry Event,,,United States,"Cleveland, OH, United States",2003,2025,20,1176,608,2026-11-26,"Cleveland, OH, United States",2026-06-23 12:49:48.149947+00
93,Champion's Weekend (MD),,,,,,,2004,2007,4,55,39,,,2026-06-23 12:49:48.149947+00
123,Champions Weekend (MA),,,,,,,2006,2007,2,68,57,,,2026-06-23 12:49:48.149947+00
273,Charlotte Westie Fest,https://charlottewestiefest.com/,Registry Event,,,United States,"Charlotte, NC, United States",2017,2022,5,670,473,2027-02-04,"Charlotte, NC, United States",2026-06-23 12:49:48.149947+00
409,Charlotte WestieFest,,,,,,,2023,2026,4,610,405,,,2026-06-23 12:49:48.149947+00
13,Chicago Classic,,,,,,,1997,2012,4,342,298,,,2026-06-23 12:49:48.149947+00
90,Chicago Dance Challenge,,,,,,,2003,2003,1,43,38,,,2026-06-23 12:49:48.149947+00
410,Chicagoland,,,,,,,2004,2012,5,183,145,,,2026-06-23 12:49:48.149947+00
99,Chicagoland Country & Swing Dance Festival,,,,,,,2018,2018,1,58,57,,,2026-06-23 12:49:48.149947+00
119,Chicagoland Country and Swing Dance Festival,http://www.chicagolanddancefestival.com/,Registry Event,,,United States,"Chicago, Illinois, United States",2008,2025,15,898,557,2026-08-21,"Chicago, Illinois, United States",2026-06-23 12:49:48.149947+00
126,Chico Dance Sensation,,,,,,,2006,2012,7,559,364,,,2026-06-23 12:49:48.149947+00
284,Citadel Swing,,,,,,,2017,2018,2,146,132,,,2026-06-23 12:49:48.149947+00
411,Citadel Swing (Cancelled due to Covid-19),,,,,,,2019,2019,1,96,96,,,2026-06-23 12:49:48.149947+00
412,City of Angels Swing Event,,,,,,,2022,2024,3,387,305,,,2026-06-23 12:49:48.149947+00
187,City of Angels WCS,https://cityofangelswcs.com/,Registry Event,,,United States,"Burbank, California, California, United States",2012,2026,10,1241,751,2027-04-29,"Burbank, California, California, United States",2026-06-23 12:49:48.149947+00
109,Colorado Country Classic,https://coloradocountryclassic.net/,Registry Event,,,United States,"Denver, Colorado, Colorado, United States",2005,2025,17,782,425,2026-06-25,"Denver, Colorado, Colorado, United States",2026-06-23 12:49:48.149947+00
145,Come Rain Come Shine,,,,,,,2008,2010,3,134,112,,,2026-06-23 12:49:48.149947+00
334,Countdown Swing Boston,http://countdownswingboston.com/,Registry Event,,,United States,"Boston, Massachusetts, United States",2020,2026,6,585,369,2026-12-31,"Boston, Massachusetts, United States",2026-06-23 12:49:48.149947+00
14,Country Boogie,,,,,,,1994,1999,6,233,178,,,2026-06-23 12:49:48.149947+00
413,Country Dance World Championships,,,,,,,2020,2023,2,130,109,,,2026-06-23 12:49:48.149947+00
220,D-Town Swing,http://www.d-townswing.com/,Registry Event,,,Germany,"Boston Club, NRW, Germany",2014,2026,11,1186,753,2027-06-10,"Boston Club, NRW, Germany",2026-06-23 12:49:48.149947+00
115,Da Dance Camp,,,,,,,2006,2010,4,120,106,,,2026-06-23 12:49:48.149947+00
15,Dallas D.A.N.C.E.,,,,,,,1992,2018,27,1338,651,,,2026-06-23 12:49:48.149947+00
113,Dallas Dance Festival,,,,,,,2005,2006,2,49,46,,,2026-06-23 12:49:48.149947+00
102,Dance America Seattle,,,,,,,2005,2005,1,30,30,,,2026-06-23 12:49:48.149947+00
169,Dance Camp Chicago,,,,,,,2011,2019,9,530,339,,,2026-06-23 12:49:48.149947+00
372,Dance Jam Jack & Jill Weekend,https://dancejamproductions.com/westieweekend/,Registry Event,,,United States,"Washington DC, MD, United States",2025,2026,2,167,137,2027-05-07,"Washington DC, MD, United States",2026-06-23 12:49:48.149947+00
148,Dance Mardi Gras,http://www.dancemardigras.com,,,,,,2022,2025,4,207,143,,,2026-06-23 12:49:48.149947+00
207,Dance N Play,https://dancenplay.com/,,,,,,2013,2025,9,532,348,,,2026-06-23 12:49:48.149947+00
16,Dancers Fund/Moover & Groover/SwingExpo,,,,,,,1992,2001,2,79,67,,,2026-06-23 12:49:48.149947+00
414,DC Swing eXperience  (DCSX),,,,,,,2023,2023,1,168,155,,,2026-06-23 12:49:48.149947+00
181,DC Swing eXperience (DCSX),http://www.dcswingexperience.com/,Registry Event,,,United States,"Washington, DC., VA, United States",2011,2025,11,1367,890,2026-11-19,"Washington, DC., VA, United States",2026-06-23 12:49:48.149947+00
415,DC Swing Experience (DCSX),,,,,,,2018,2018,1,139,138,,,2026-06-23 12:49:48.149947+00
242,Derby City Swing,https://derbycityswing.com/,Registry Event,,,United States,"Louisville, Kentucky, United States",2015,2026,10,912,556,2027-01-21,"Louisville, Kentucky, United States",2026-06-23 12:49:48.149947+00
135,Desert City Swing,http://www.desertcityswing.com/,Registry Event,,,United States,"Phoenix, AZ, United States",2007,2025,17,1932,1015,2026-08-27,"Phoenix, AZ, United States",2026-06-23 12:49:48.149947+00
416,Desert City Swing Dance Championships,,,,,,,2021,2021,1,102,96,,,2026-06-23 12:49:48.149947+00
17,Desert Swing Dance Club,,,,,,,1996,1996,1,6,6,,,2026-06-23 12:49:48.149947+00
203,Detonation Dance,http://www.detonationdance.com/,Registry Event,,,United Kingdom,"Manchester, Manchester, United Kingdom",2013,2026,12,802,497,2027-04-22,"Manchester, Manchester, United Kingdom",2026-06-23 12:49:48.149947+00
163,DFW Pro Am Jam,,,,,,,2010,2014,5,252,194,,,2026-06-23 12:49:48.149947+00
417,DOWCS,,,,,,,2023,2023,1,65,60,,,2026-06-23 12:49:48.149947+00
418,Dutch open West Coast swing,,,,,,,2025,2025,1,80,65,,,2026-06-23 12:49:48.149947+00
275,Dutch Open West Coast Swing,http://www.dutchopenwcs.com/,Registry Event,,,Netherlands,"Venray, Limburg, Nederland",2017,2026,5,306,230,2027-03-11,"Venray, Limburg, Nederland",2026-06-23 12:49:48.149947+00
19,Eastern/Washington Dance Challenge,,,,,,,2000,2010,10,471,330,,,2026-06-23 12:49:48.149947+00
348,Euro Dance Festival,https://www.euro-dance-festival.com/,Registry Event,,,Germany,"Rust, Baden-Württemberg, Germany",2025,2026,2,237,184,2027-02-09,"Rust, Baden-Württemberg, Germany",2026-06-23 12:49:48.149947+00
294,European Swing Challenge,https://www.jiveaddiction.com/,,,,,,2018,2019,2,79,69,,,2026-06-23 12:49:48.149947+00
296,Fall Fall in Swing,https://www.wcskorea.com/ffs,,,,,,2018,2018,1,37,37,,,2026-06-23 12:49:48.149947+00
371,Festival City Swing,https://www.fcswing.co.uk/,Registry Event,,,United Kingdom,"Newcastle, United Kingdom",2025,2026,2,127,83,2027-06-03,"Newcastle, United Kingdom",2026-06-23 12:49:48.149947+00
254,Finnfest,http://www.finnfest.fi/,Registry Event,,,Finland,"Helsinki, Uusimaa, Finalnd",2015,2025,9,725,451,2026-09-18,"Helsinki, Uusimaa, Finalnd",2026-06-23 12:49:48.149947+00
419,Floor Play Swing Vacation,,,,,,,2019,2024,3,326,261,,,2026-06-23 12:49:48.149947+00
420,Floorplay New Years Swing Vacation,,,,,,,2001,2022,14,879,490,,,2026-06-23 12:49:48.149947+00
421,FloorPlay New Years Swing Vacation,,,,,,,2019,2019,1,93,89,,,2026-06-23 12:49:48.149947+00
42,Floorplay Swing Vacation,http://www.floorplayswingvacation.com/,Registry Event,,,United States,"Orlando, Florida, United States",2025,2026,2,210,178,2026-12-30,"Orlando, Florida, United States",2026-06-23 12:49:48.149947+00
149,Florida Dance Magic,https://floridadancemagic.com/,Registry Event,,,United States,"Fort Lauderdale, FL, United States",2008,2025,14,857,507,2026-07-23,"Fort Lauderdale, FL, United States",2026-06-23 12:49:48.149947+00
422,Florida Dance Magic (Unconfirmed),,,,,,,2024,2024,1,79,71,,,2026-06-23 12:49:48.149947+00
287,Florida Westie Fest,,,,,,,2017,2018,2,114,89,,,2026-06-23 12:49:48.149947+00
365,Flowstate | West Coast Swing & Zouk Festival,http://www.flowstatefest.com/,Registry Event,,,United Kingdom,"London, United Kingdom",2025,2025,1,58,55,2026-11-13,"London, United Kingdom",2026-06-23 12:49:48.149947+00
183,Freedom Swing Dance Challenge,https://freedomswingdance.com/,Registry Event,,,United States,"WILMINGTON DEL, Delaware, United States",2012,2026,14,1263,709,2027-01-22,"WILMINGTON DEL, Delaware, United States",2026-06-23 12:49:48.149947+00
369,FRENCH CONNECTION WCS,https://www.frenchconnectionwcs.com/,Registry Event,,,France,"Annecy, Haute Savoie, FRANCE",2025,2025,1,118,108,2026-07-03,"Annecy, Haute Savoie, FRANCE",2026-06-23 12:49:48.149947+00
175,French Open West Coast Swing,http://www.fowcs.com,,,,,,2011,2026,14,1697,903,,,2026-06-23 12:49:48.149947+00
20,FreZno Dance Classic,,,,,,,1994,2019,26,2075,959,,,2026-06-23 12:49:48.149947+00
226,Ft. Lauderdale Swing & Shag Beach Bash,,,,,,,2014,2018,5,213,129,,,2026-06-23 12:49:48.149947+00
221,Gateway Swing Classic,http://gatewayswing.com,,,,,,2026,2026,1,87,78,,,2026-06-23 12:49:48.149947+00
282,German Open,http://www.go-wcs.com/,Registry Event,,,Germany,"Freiburg, Baden-Württemberg, Germany",2017,2017,1,60,60,2026-08-05,"Freiburg, Baden-Württemberg, Germany",2026-06-23 12:49:48.149947+00
423,German Open Championships,,,,,,,2022,2023,2,235,191,,,2026-06-23 12:49:48.149947+00
424,German Open WCS Championships,,,,,,,2018,2019,2,168,150,,,2026-06-23 12:49:48.149947+00
425,German Open West Coast Swing,,,,,,,2025,2025,1,170,159,,,2026-06-23 12:49:48.149947+00
426,Global Grand Prix - West Coast Swing,,,,,,,2024,2024,1,118,110,,,2026-06-23 12:49:48.149947+00
427,Global Grand Prix - West Coast Swing Championships,,,,,,,2025,2025,1,117,104,,,2026-06-23 12:49:48.149947+00
342,Global Grand Prix - West Coast Swing Reunion,https://www.globalgrandprixwcs.com/,Trial Event,,,France,"Paris, N/A, France",2023,2023,1,128,121,2026-09-18,"Paris, N/A, France",2026-06-23 12:49:48.149947+00
306,Go West Swing Fest,http://www.gowestswingfest.com,,,,,,2019,2019,1,32,31,,,2026-06-23 12:49:48.149947+00
367,Go West SwingFest,https://www.gowestdancefest.com/go-west-swingfest,,,,,,2024,2025,2,66,45,,,2026-06-23 12:49:48.149947+00
21,Golden State Classic,,,,,,,1996,1998,3,110,87,,,2026-06-23 12:49:48.149947+00
384,Grand Party Sofia (GPS),https://wcs-gps.com/,Registry Event,,,Bulgaria,"Sofia, Bulgaria",2025,2025,1,77,69,2026-08-14,"Sofia, Bulgaria",2026-06-23 12:49:48.149947+00
97,Grand Prix of Swing,,,,,,,2004,2011,8,407,252,,,2026-06-23 12:49:48.149947+00
136,Halloween In Harrisburg & Swingzing,,,,,,,2007,2009,2,16,16,,,2026-06-23 12:49:48.149947+00
65,Halloween SwingThing,http://hstswing.com/,Registry Event,,,United States,"Costa Mesa, CA, United States",1994,2025,30,2360,1270,2026-10-22,"Costa Mesa, CA, United States",2026-06-23 12:49:48.149947+00
140,Hawaii Dance Sensation,,,,,,,2007,2007,1,20,20,,,2026-06-23 12:49:48.149947+00
143,High Desert Dance Classic,http://www.highdesertdanceclassic.com/,Registry Event,,,United States,"Lancaster, CA, United States",2008,2026,15,1004,507,2027-03-12,"Lancaster, CA, United States",2026-06-23 12:49:48.149947+00
245,Holy Land Open,,,,,,,2015,2016,2,99,84,,,2026-06-23 12:49:48.149947+00
345,HONEY FEST,https://t.me/honeyfest,Registry Event,,,Russia,"Ufa, Russia",2024,2026,3,255,159,2027-04-22,"Ufa, Russia",2026-06-23 12:49:48.149947+00
206,Hungarian Open,http://wcs-ho.com/,,,,,,2013,2026,11,895,566,,,2026-06-23 12:49:48.149947+00
23,HustleMania,,,,,,,1999,1999,1,38,38,,,2026-06-23 12:49:48.149947+00
255,Indy Dance Explosion,http://www.indydancex.com,,,,,,2015,2025,8,350,229,,,2026-06-23 12:49:48.149947+00
85,Indy Swing Classic,,,,,,,2003,2006,4,173,125,,,2026-06-23 12:49:48.149947+00
160,Inland Valley Dance Festival,,,,,,,2008,2009,2,76,53,,,2026-06-23 12:49:48.149947+00
172,International Hustle & Salsa Congress,,,,,,,2011,2014,4,144,97,,,2026-06-23 12:49:48.149947+00
257,Italian Open,,,,,,,2015,2017,3,294,254,,,2026-06-23 12:49:48.149947+00
24,J&J National Championships,,,,,,,1996,1996,1,39,37,,,2026-06-23 12:49:48.149947+00
25,J&J O'Rama,https://jackandjillorama.com/,,,,,,1995,2018,24,2133,1062,,,2026-06-23 12:49:48.149947+00
428,Jack & Jill O'Rama,,,,,,,2019,2026,5,709,501,,,2026-06-23 12:49:48.149947+00
26,Jitterbug Jam,,,,,,,1999,1999,1,12,12,,,2026-06-23 12:49:48.149947+00
279,Kazan EL Fest,https://vk.com/kazanelfest,,,,,,2017,2023,4,171,143,,,2026-06-23 12:49:48.149947+00
283,Kazan EL Fest,,,,,,,,,0,0,0,,,2026-06-23 12:49:48.149947+00
88,KC Swing Challenge and Heartland Dance Festival,,,,,,,2003,2003,1,54,51,,,2026-06-23 12:49:48.149947+00
292,King Swing,https://kingswing.pl/,Registry Event,,,Poland,"Kraków, Poland",2018,2026,7,771,553,2027-03-18,"Kraków, Poland",2026-06-23 12:49:48.149947+00
219,KIWI Fest,,,,,,,2014,2019,6,377,288,,,2026-06-23 12:49:48.149947+00
268,Korea Westival,http://koreawestival.com/,Registry Event,,,Republic of Korea,"Jeju, Jeju, South Korea",2016,2025,7,394,198,2026-09-03,"Jeju, Jeju, South Korea",2026-06-23 12:49:48.149947+00
429,Korean Open Swing Dance Championships,,,,,,,2013,2013,1,40,40,,,2026-06-23 12:49:48.149947+00
210,Korean Open WCS Championships,https://www.kopenwcs.com/,,,,,,2025,2026,2,244,192,,,2026-06-23 12:49:48.149947+00
430,Korean Open WCS Championsips,,,,,,,2023,2024,2,215,181,,,2026-06-23 12:49:48.149947+00
27,Labor Day Swing Dance Festival,,,,,,,1994,1997,4,141,109,,,2026-06-23 12:49:48.149947+00
28,Las Vegas Swing Expo,,,,,,,1992,2004,10,211,136,,,2026-06-23 12:49:48.149947+00
96,Liberty Swing Dance Championships,http://www.libertyswing.com/,Registry Event,,,United States,"New Brunswick, New Jersey, United States",2004,2025,20,2345,1478,2026-06-25,"New Brunswick, New Jersey, United States",2026-06-23 12:49:48.149947+00
382,Lisbon Westie Fest,https://lisbonwestiefest.com/,Registry Event,,,Portugal,"Lisbon, Portugal",2025,2025,1,100,88,2026-07-30,"Lisbon, Portugal",2026-06-23 12:49:48.149947+00
166,London SwingVitational,,,,,,,2010,2019,8,394,277,,,2026-06-23 12:49:48.149947+00
120,Lone Star Invitational,,,,,,,2006,2021,13,538,363,,,2026-06-23 12:49:48.149947+00
431,Lonestar Invitational,,,,,,,2024,2025,2,65,56,,,2026-06-23 12:49:48.149947+00
432,LoneStar Invitational,,,,,,,2018,2023,4,221,172,,,2026-06-23 12:49:48.149947+00
104,Los Angeles Premiere Dance Classic,,,,,,,2005,2011,7,470,297,,,2026-06-23 12:49:48.149947+00
433,MADjam (Mid Atlantic Dance Jam),,,,,,,2020,2026,4,754,572,,,2026-06-23 12:49:48.149947+00
111,MadMAC,,,,,,,2005,2006,2,102,84,,,2026-06-23 12:49:48.149947+00
379,Med in Swing,http://www.medinswing.rocks,,,,,,2025,2026,2,250,185,,,2026-06-23 12:49:48.149947+00
375,Mediterranean Open WCS,https://mediterraneanopenwcs.com/,Registry Event,,,Spain,"Barcelona, Spain",2025,2025,1,138,121,2026-07-09,"Barcelona, Spain",2026-06-23 12:49:48.149947+00
131,Meet Me In St Louis,http://www.mmisl.com/,Registry Event,,,United States,"St. Louis, MO, United States",2007,2017,11,952,592,2026-09-24,"St. Louis, MO, United States",2026-06-23 12:49:48.149947+00
434,Meet Me in St Louis Swing Dance Championships,,,,,,,2022,2024,3,280,218,,,2026-06-23 12:49:48.149947+00
435,Meet Me in St. Louis Swing Dance Championships,,,,,,,2018,2025,3,297,236,,,2026-06-23 12:49:48.149947+00
76,Michigan Dance Classic,http://michiganclassicswing.com/,Registry Event,,,United States,"Detroit, Michigan, United States",2002,2026,18,1468,939,2027-06-03,"Detroit, Michigan, United States",2026-06-23 12:49:48.149947+00
29,Michigan Swing Dance Champs,,,,,,,1992,2003,11,163,117,,,2026-06-23 12:49:48.149947+00
436,Mid Atlantic Dance Jam (MADjam),,,,,,,2019,2019,1,187,187,,,2026-06-23 12:49:48.149947+00
30,Mid USA Jack & Jill,,,,,,,2002,2003,2,38,32,,,2026-06-23 12:49:48.149947+00
78,Mid-American Dance Championships,,,,,,,2002,2004,3,163,117,,,2026-06-23 12:49:48.149947+00
92,Mid-Atlantic Dance Jam,http://www.atlanticdancejam.com/,Registry Event,,,United States,"Washington, DC, United States",2004,2022,16,2072,1281,2027-03-04,"Washington, DC, United States",2026-06-23 12:49:48.149947+00
201,MidAtlantic Dance Classic,,,,,,,2013,2016,4,163,122,,,2026-06-23 12:49:48.149947+00
165,Midland Swing Open,http://www.midlandswingopen.com/,Registry Event,,,United Kingdom,"London, United Kingdom",2010,2025,15,1094,651,2026-09-24,"London, United Kingdom",2026-06-23 12:49:48.149947+00
288,Midnight Madness,http://www.midnightmadnesswcs.com/,Registry Event,,,United States,"Dallas Ft. Worth, Texas, United States",2017,2023,6,455,305,2026-11-12,"Dallas Ft. Worth, Texas, United States",2026-06-23 12:49:48.149947+00
437,Midnight Madness Swing,,,,,,,2024,2024,1,111,105,,,2026-06-23 12:49:48.149947+00
438,Midnight Madness WCS,,,,,,,2025,2025,1,146,137,,,2026-06-23 12:49:48.149947+00
224,Midwest Westie Fest,http://www.midwestwestiefest.com/,Registry Event,,,United States,"Overland Park, KS, United States",2014,2025,8,751,484,2026-07-16,"Overland Park, KS, United States",2026-06-23 12:49:48.149947+00
322,Milan Modern Swing,https://www.westcoastswingmilan.com/,Registry Event,,,Italy,"Milan, Milan, Italy",2019,2025,5,589,427,2026-10-15,"Milan, Milan, Italy",2026-06-23 12:49:48.149947+00
439,Milan Swing Vibes,,,,,,,2026,2026,1,92,80,,,2026-06-23 12:49:48.149947+00
